# time  ID  size  hopcount  deliveryTime  fromHost  toHost  remainingTtl  isResponse  path
3269.5000 M975 10000 20 2969.5000 S97 P104 250 N S97->C129->C159->S3->C218->C187->C228->C115->S55->C225->C149->C222->S44->C158->S50->C169->S65->C208->S1->C153->P104
3275.0000 M178 10000 27 2795.0000 S17 P100 253 N S17->C167->S74->C205->S30->C156->S34->C144->S6->C150->S54->C148->C123->C160->C135->C170->C171->S61->C115->C181->S21->C108->C211->C105->C221->S37->C116->P100
3319.8000 M465 10000 23 3019.8000 S46 P101 249 N S46->C164->S30->C156->S34->C144->S6->C150->S54->C148->C123->C160->C135->C170->C171->C115->S61->C108->C211->C105->S40->C197->C159->P101
3319.9000 M177 10000 25 2899.9000 S17 P101 251 N S17->C167->S74->C205->S30->C156->S34->C144->S6->C150->S54->C148->C123->C160->C135->C170->C171->C115->S61->C108->C211->C105->S40->C197->C159->P101
3320.0000 M8510 10000 37 2720.0000 S85 P101 254 N S85->C154->C106->S9->C108->C183->C116->C118->C175->S59->C120->C137->C219->C141->P100->C202->C128->S4->C185->S37->C204->S21->C131->S61->C176->C181->C111->S34->C211->C171->C170->C222->S30->C105->S40->C197->C159->P101
3462.2000 M214 10000 19 3222.2000 S21 P101 246 N S21->C178->C216->S81->C150->C162->C212->C189->S23->C141->C173->C181->S99->C208->C131->P104->C205->S1->C153->P101
3485.3000 M58 10000 34 3005.3000 S5 P100 249 N S5->C173->C141->S99->C225->S32->C125->C230->C208->C152->C115->S23->C159->C106->C145->S37->C232->C219->P102->S28->C151->S85->C177->C116->C118->C128->C137->C130->C120->C216->C154->S59->C204->C136->P100
3502.9000 M829 10000 23 2962.9000 S82 P100 250 N S82->C118->C120->S59->C137->C175->C116->C154->C128->C183->S45->C214->C210->C178->C212->S14->C216->C130->S20->C151->C221->S88->C136->P100
3680.1000 M155 10000 46 3380.1000 S15 P100 243 N S15->C202->C183->S49->C204->S91->C128->C185->S76->C221->S9->C108->C116->S85->C106->C154->C212->P102->S28->C175->C220->C178->S37->C171->C219->C141->C216->C137->S48->C130->C118->C177->C120->C226->C133->S29->C162->S27->C210->S39->C151->C145->C115->C181->C105->C144->P100
3762.0000 M53 10000 32 3582.0000 S5 P102 240 N S5->C119->C125->C225->S1->C181->S32->C173->P104->C233->C106->C200->S42->C146->S23->C221->S4->C116->P100->C141->S37->C212->C136->C115->S81->C145->C130->S29->C219->S27->C162->S28->P102
3788.6000 M78 10000 43 3308.6000 S7 P102 244 N S7->C140->S78->C172->C163->C198->S66->C179->C174->C201->C147->C166->C155->S35->C168->S51->C156->C191->C123->S6->C148->S54->C233->C211->C226->C180->C207->C115->C175->C221->S21->C181->S81->C145->C151->C106->C212->S37->C195->C136->C130->C141->C162->P102
3813.4000 M713 10000 40 3633.4000 S71 P100 239 N S71->C148->S52->C111->C132->S68->C204->C216->C177->S48->C162->S91->C183->S15->C221->S49->C130->C137->S76->C212->C175->S14->C120->S45->C154->C185->S9->C145->C128->S85->C151->P102->S28->C116->C181->C141->S82->C228->C206->C133->P100
3819.7000 M642 10000 31 3699.7000 S64 P100 238 N S64->C197->C229->C192->P101->C215->C129->C159->S30->C232->C202->C176->C181->C111->S61->C115->C233->C211->S34->C171->S26->C175->S21->C221->S81->C130->C145->C136->C141->S37->C180->P100
4051.6000 M781 10000 51 3991.6000 S78 P100 233 N S78->C172->S35->C207->C151->C201->C163->C144->C139->S60->C155->C186->C191->S75->S95->C123->C231->S43->C180->C113->C223->C109->S93->C147->C157->C173->C105->C166->C111->C211->C233->C131->C150->C181->C115->C171->S26->C175->S21->C221->S81->C145->C130->C212->C106->C141->C195->S23->C133->S4->C161->P100
4166.0000 M489 10000 36 3626.0000 S48 P100 239 N S48->C216->C166->C144->C186->C191->C151->C176->C155->S35->C168->S51->C156->C123->S6->C148->S54->C233->C211->C226->C180->C207->C115->C175->C221->S21->C181->S81->C130->C145->C136->C141->S37->C161->S4->C177->P100
4183.8000 M179 10000 29 3643.8000 S17 P100 239 N S17->C205->S30->C156->S34->C144->S6->C150->S54->C148->C123->C160->C135->C170->C171->C115->S61->C108->C211->C105->S40->C197->C159->P101->C153->C225->S5->C212->C131->P100
